id,title,link,source_type,journal,authors,doi,publishing_date,abstract
363,Software components for smart industry based on microservices: A case study in ph control process for the beverage industry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102891994&doi=10.3390%2felectronics10070763&partnerID=40&md5=fa990ef5eab1a98d1bfc34524f935dcb,Article,Electronics (Switzerland),"Serrano-Magaña H., González-Potes A., Ibarra-Junquera V., Balbastre P., Martínez-Castro D., Simó J., ",10.3390/electronics10070763,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Modern industries require constant adaptation to new trends. Thus, they seek greater flexibility and agility to cope with disruptions, as well as to solve needs or meet the demand for growth. Therefore, smart industrial applications require a lot of flexibility to be able to react more quickly to continuous market changes, offer more personalized products, increase operational effi-ciency, and achieve optimum operating points that integrate the entire value chain of a process. This requires the capture of new data that are subsequently processed at different levels of the hierarchy of automation processes, with requirements and technologies according to each level. The result is a new challenge related to the addition of new functionalities in the processes and the interoperability between them. This paper proposes a distributed computational component-based framework that integrates communication, computation, and storage resources and real-time capabilities through container technology, microservices, and the publish/subscribe paradigm, as well as contributing to the development and implementation of industrial automation applications by bridging the gap between generic architectures and physical realizations. The main idea is to enable plug-and-play software components, from predefined components with their interrelationships, to achieve industrial applications without losing or degrading the robustness from previous developments. This paper presents the process of design and implementation with the proposed framework through the implementation of a complex pH control process, ranging from the simulation part to its scaling and implementation to an industrial level, showing the plug-and-play assembly from a definition of components with their relationships to the implementation process with the respective technologies involved. The effectiveness of the proposed framework was experimentally verified in a real production process, showing that the results scaled to an industrial scale comply with the simulated design process. A qualitative comparison with traditional industrial implementations, based on the implementation requirements, was carried out. The implementation was developed in the beverage production plant “Punta Delicia”, located in Colima, Mexico. Finally, the results showed that the platform provided a high-fidelity design, analysis, and testing environment for cyber information flow and their effect on the physical operation of the pH control. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
364,A Blockchained Federated Learning Framework for Cognitive Computing in Industry 4.0 Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099507209&doi=10.1109%2fTII.2020.3007817&partnerID=40&md5=a2660a6840ba4b01a324dd3ac8460d80,Article,IEEE Transactions on Industrial Informatics,"Qu Y., Pokhrel S.R., Garg S., Gao L., Xiang Y., ",10.1109/TII.2020.3007817,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Cognitive computing, a revolutionary AI concept emulating human brain's reasoning process, is progressively flourishing in the Industry 4.0 automation. With the advancement of various AI and machine learning technologies the evolution toward improved decision making as well as data-driven intelligent manufacturing has already been evident. However, several emerging issues, including the poisoning attacks, performance, and inadequate data resources, etc., have to be resolved. Recent research works studied the problem lightly, which often leads to unreliable performance, inefficiency, and privacy leakage. In this article, we developed a decentralized paradigm for big data-driven cognitive computing (D2C), using federated learning and blockchain jointly. Federated learning can solve the problem of 'data island' with privacy protection and efficient processing while blockchain provides incentive mechanism, fully decentralized fashion, and robust against poisoning attacks. Using blockchain-enabled federated learning help quick convergence with advanced verifications and member selections. Extensive evaluation and assessment findings demonstrate D2C's effectiveness relative to existing leading designs and models. © 2005-2012 IEEE."
365,Using Virtual Reality for scenario-based Responsible Research and Innovation approach for Human Robot Co-production,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100004688&doi=10.1109%2fAIVR50618.2020.00033&partnerID=40&md5=4c95c721f1d62dfda07c6b982e8cb2ca,Conference Paper,"Proceedings - 2020 IEEE International Conference on Artificial Intelligence and Virtual Reality, AIVR 2020","Aschenbrenner D., Tol D.V., Rusak Z., Werker C., ",10.1109/AIVR50618.2020.00033,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"This paper proposes to use Virtual Reality scenarios to explore the reaction of stakeholders within an innovation process in the context of the introduction of robots working in close collaboration with users. The goal is to design the system upfront in such a way, that it is not perceived as a threat to the worker or his/her job. Within the responsible research and innovation approach, the introduction of new technology needs to be accompanied by a careful investigation of the thoughts and feelings of all stakeholders. Especially workers who are currently not working with robots but their workspace is currently undergoing an Industry 4.0 driven transformation, experience fear, that this new technology will make their jobs redundant. On the other hand, it can be observed, that successful robot interaction processes, on the one hand, increase the overall productivity, but also can enhance human well-being. The feeling of 'teamwork' with the artificial intelligence entity can develop to be equally positive and motivating. To be able to design future workspaces which will result in a 'teamwork' perception instead of the 'fear' perception, the use of VR can be applied. © 2020 IEEE."
366,Y-Net: A Dual Path Model for High Accuracy Blind Source Separation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102957228&doi=10.1109%2fGCWkshps50303.2020.9367428&partnerID=40&md5=0e89e4fa38f2e2107225b7860d2ec881,Conference Paper,"2020 IEEE Globecom Workshops, GC Wkshps 2020 - Proceedings","Wu H., He J., Tomoskozi M., Fitzek F.H.P., ",10.1109/GCWkshps50303.2020.9367428,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Industrial IoT (IIoT) in conjunction with Ultra-Reliable Low-Latency Communications (URLLC) often struggles with data-rich, information-poor contexts. Blind Source Separation (BSS) is one of the key technologies which can obtain the desired high-value information from all of the observed raw sensory data. As shown by recent studies, BSS can be both fast enough for low-latency requirements and sufficiently accurate to be a reliable method in large IoT deployments. Nonetheless, the trade-off between signal context usage and data recovery accuracy often affects the separation quality of BSS. In this paper, we propose for the first time a novel dual path convolutional neural network model, called Y-Net, for high accuracy BSS. Specifically, the separation quality is improved by the parallel perception and joint combination of both high-and low-level features of input signals, which we demonstrated through extensive numerical evaluations. In particular, Y-Net improves the Source-to-Distortion Ratio by 2.70% to 35.32% for different target signals, while the model size is only slightly increased, compared to other current solutions. © 2020 IEEE."
367,Development of IoT applications based on the MicroPython platform for Industry 4.0 implementation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099284039&doi=10.1109%2fME49197.2020.9286455&partnerID=40&md5=7316f5f5ede6a76e4964678e62c40cb1,Conference Paper,"Proceedings of the 2020 19th International Conference on Mechatronics - Mechatronika, ME 2020","Gaspar G., Fabo P., Kuba M., Flochova J., Dudak J., Florkova Z., ",10.1109/ME49197.2020.9286455,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"IoT and their industrial implementation aimed at Industry 4.0 is of a major interest among both research and development professionals. This article deals with the modifications and extensions possibilities of the standard MicroPython implementation on the STM32 platform, as well as the use in the development, implementation and programming of IoT peripherals, creation of custom libraries and custom modules at the hardware level. Discussed are the essentials associated with the development of general IoT application and the MicroPython environment, as a tool for rapid-prototyping of such applications. Portability is ensured thanks to the intensive utilization of HAL (Hardware Abstraction Layer) technology, which allows usage across the entire spectrum of devices with ported MicroPython. Modularity, scalability and extendibility of the application are demonstrated in examples, where the connection of a common LM92 temperature sensor, the control of a microcontroller pin and a DDS (Direct Digital Synthesis) generator are shown. © 2020 IEEE."
368,Development of a Cloud- And Edge-Architecture for adaptive model weight optimization of a CNN exemplified by optical detection of hairpin welding,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104384691&doi=10.1109%2fEDPC51184.2020.9388192&partnerID=40&md5=1ca922f289b7e0ef6d79f4056b514e22,Conference Paper,"2020 10th International Electric Drives Production Conference, EDPC 2020 - Proceedings","Vater J., Kirschning M., Scheurenberg D., Abel D., Knoll A., ",10.1109/EDPC51184.2020.9388192,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The beginning of a global reorientation towards an increasingly conscientious approach to nature and the human habitat has been accompanied by changes in industry and society. The automotive industry, where a transition from combustion to electrically powered vehicles is currently underway, is also concerned with this change. In addition to increasing the capacity of the battery, improving the efficiency of the electric motor is essential. To achieve these goals, however, new technologies such as hairpins for the stator are needed. An important process step involves the welding of two pairs of hairpins, which often leads to welding defects. Nevertheless, expert knowledge in this field is limited. Optical monitoring of the welding process with the help of a convolutional neural network (CNN) is a good approach. This approach can compensate for the low level of expert knowledge and detects and classifies welding defects directly in the production line. However, the disadvantage of optical monitoring is that production conditions and the surrounding environment change over time. This has an impact on optical detection and can negatively affect the accuracy of a CNN. For example, the camera perspective can change, which has a negative effect on optical quality monitoring. Therefore, this paper presents an approach for monitoring and evaluating the quality of a CNN in a cloud instance online. If a deteriorating quality is detected, the CNN in the cloud is re-trained by continuously collected data and then automatically deployed to the production line. This allows the CNN to adapt to the changing environmental conditions. The present approach is demonstrated and validated with real data of the stator production process. Compared with the current state-of-the-art, this control loop is highly automated and requires a minimum of human intervention. © 2020 IEEE."
369,An intelligent patrol system for Industry 4.0 Smart Factory,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116605155&doi=10.1145%2f3440943.3444339&partnerID=40&md5=a81e2cd7869eec9f0888d6722c8a0821,Conference Paper,ACM International Conference Proceeding Series,"Chen H.-J., Hsu C.-C., Liu C.-H., ",10.1145/3440943.3444339,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The application of the sensor node of the Internet of Things can help managers to grasp the abnormal information of the production equipment and achieve the goal of effective factory management. The integration of a safe control mechanism into the inspection system can reduce the cost of company. Therefore, this paper proposed an intelligent secure and reliable patrol system. It supports the efficiency patrol system and privacy of the information. It also ensures only legally authorized users have right to access the information. We built the intelligent secure and reliable patrol system by using IoT technology and designed a trusted authentication mechanism within a smart, safe and reliable patrol system. The benefits of the system are: Ensuring the security of the transmission. The system user cannot modify the inspection information arbitrarily. It can make the production maintenance mechanism sounder. It will also help companies gradually move towards the goal of Industry 4.0 smart factory to improve the production efficiency of enterprises and increase production capacity. © 2020 ACM."
370,Towards a digital twin for manufacturing processes: Applicability on laser welding,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089063716&doi=10.1016%2fj.procir.2020.05.020&partnerID=40&md5=46d19cad52b411645ba058a1df1d5da3,Conference Paper,Procedia CIRP,"Papacharalampopoulos A., Stavropoulos P., Petrides D., ",10.1016/j.procir.2020.05.020,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Optimization and control of Manufacturing Processes seem to be the key-enabling approaches towards Efficient Manufacturing and Zero-defect. Thus, it is of high importance to study what-if scenarios regarding changes of Process Parameters. To achieve this in real time, Digital Twins have to be designed and implemented. Towards this end, in the current work, a specific methodology, originating from process physics is reviewed as a candidate technology for the process level Digital Twin. The requirements are stated and checked one-to-one and respective numerical results are shown. Discussion on Zero-defect and optimization under the prism of Industry 4.0 is presented. © 2020 The Authors."
371,A secure IoT sensors communication in industry 4.0 using blockchain technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084003541&doi=10.1007%2fs12652-020-02017-8&partnerID=40&md5=119a7cff679c7b8fa2869b14fc27e7ff,Article,Journal of Ambient Intelligence and Humanized Computing,"Rathee G., Balasaraswathi M., Chandran K.P., Gupta S.D., Boopathi C.S., ",10.1007/s12652-020-02017-8,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Industrial IoT in the advancement of organizations consigns to the next level in order to trace and manage every single activity of their entities. However, the interdependence, implementation and communication among such wireless devices also known as IoT devices that lead to various secrecy and personnel concerns. Even though the use of smart sensors in industries assists and reduces human efforts with the increased quality besides of enhanced production cost. Several attacks may further encountered by various attackers by hacking several sensors/objects/devices activities. In this paper, in order to preserve transparency and secure each and every activity of smart sensors, we have proposed a secure wireless mechanism using Blockchain technology that stores extorted proceedings of each record into number of blocks. Further, the simulation results of proposed blockchain mechanism are executed against various security transmission processes. In addition, the simulated results are scrutinized besides traditional mechanism and verified over certain metrics such as Probability of attack success, ease of attack detection by the system, falsification attack, authentication delay and probabilistic scenarios to appraise the authenticity of IoT devices. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature."
372,"Decentralized, Self-optimized Order-acceptance Decision of Autonomous Guided Vehicles in an IoT-based Production Facility",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100001510&doi=10.18178%2fIJMERR.10.1.1-6&partnerID=40&md5=c05578f7cea6e7276f013f7d2381d2e0,Article,International Journal of Mechanical Engineering and Robotics Research,"Zhang J., Yarom O.A., Liu-Henke X., ",10.18178/IJMERR.10.1.1-6,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"The paper presents an approach to the structuring and hierarchical ordering of IoT-based production facilities in the context of Industry 4.0 (I4.0) that helps to reduce the overall complexity of the system by dividing it into different subsystems with defined interfaces. The focus is on autonomous guided transport vehicles (AGVs) because they are a vital element in innovative production facilities. After detailing their structure, we will describe the exemplary application: the decentralized orderacceptance decision by AGVs that communicate with one another via IoT-based communication technologies such as WLAN and jointly decide which vehicle will accept a transportation order to achieve an optimum result in terms of energy consumption and transportation time for the entire production facility. © 2021. the authors. All Rights Reserved."
373,Improvement of manufacturing technologies through a modelling approach: An air-steam sterilization case-study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101731387&doi=10.1016%2fj.procs.2021.01.357&partnerID=40&md5=dd09d677e26da55021cf245a16fd99e5,Conference Paper,Procedia Computer Science,"Iacono F., Presti J.L., Schimperna I., Ferretti S., Mezzadra A., Magni L., Toffanin C., ",10.1016/j.procs.2021.01.357,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"A milestone of Industry 4.0 is the improvement of the design procedures requiring models of complex processes. Models can be used to simulate the process, being accurate even if complex, and to predict process behaviour for control action, requiring simplicity and stability. In the last years, machine learning approaches came up alongside of the standard identification techniques for prediction purposes. In this work we propose two models of an industrial autoclave to describe the evolution of temperature and pressure. The first model (PhM) involves a physical structure with data-driven adaptation of the parameters, the second one is a Long Short-Term Memory network (LSTM), trained ensuring Input-to-State stability. Both models obtained good performance: FIT of 94.26% (91.55%) for the temperature (pressure) with PhM; 84.59% (78.31 %) for the temperature (pressure) with the LSTM. Future developments involve the synthesis of an MPC based on the LSTM to be tested in simulation via PhM. © 2021 Elsevier B.V.. All rights reserved."
374,Industry 4.0: Advanced digital solutions implemented on a close power loop test bench,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101769432&doi=10.1016%2fj.procs.2021.01.133&partnerID=40&md5=108f035b5f8afc0bf2e8957dc1eb8683,Conference Paper,Procedia Computer Science,"Giallanza A., Aiello G., Marannano G., ",10.1016/j.procs.2021.01.133,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"The paradigm of Industry 4.0 allows to increase the efficiency and effectiveness of the production. Companies that will implement advanced solutions in production systems will increase their level of competitiveness and will be able reach high market shares. The present paper is focused on the development of advanced digital solutions to be implemented on a close power loop test bench designed to test high power transmissions for naval unit. In particular, the test configuration consists of a back-to-back connection between two identical mechanical reducers. Since the efficiency of these systems are very high, it is not necessary to use large electric motors, thus managing to contain the operating costs of the testing phase. The particular test bench allows to size the electric motor simply based on the dissipated power by the kinematic mechanisms. By means of suitable sensors installed on the test bench it is possible to extrapolate countless technical data. The implementation of Industry 4.0 enabling technologies allows to evaluate the increase in efficiency compared to traditional systems in terms of reduction of noise and vibrations, efficiency of lubrication, reduction of consumption, installation and maintenance cost of the entire system. © 2021 Elsevier B.V.. All rights reserved."
375,Developing an OPC UA Server for CNC Machines,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101779404&doi=10.1016%2fj.procs.2021.01.276&partnerID=40&md5=f9b72df41f2a1ae3f2acef2b0b847094,Conference Paper,Procedia Computer Science,"Martins A., Lucas J., Costelha H., Neves C., ",10.1016/j.procs.2021.01.276,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"This paper addresses the concept of Industry 4.0 from the perspective of the molds industry, a key industry in today's industrial panorama. With its constant modernization, several technologies have been introduced, in particular regarding machining equipment. With each brand and model requiring different (proprietary) interfaces and communication protocols, this technological diversity renders the automatic interconnection with production management software extremely challenging. In this paper a methodology to build monitoring solutions for machining devices is defined, based on the main equipment and operations used by molds industry companies. For a standardized approach, OPC UA is used for high-level communication between the various systems. As a key result of this paper, and given the variety of monitoring systems and communication protocols, the developed approach combines various different machine interfaces on a single system, in order to cover a relevant subset of machining equipment currently in use by the molds industry. This kind of all-in-one approach will give production managers access to the information needed for a continuous monitoring and improvement of the entire production process. © 2021 Elsevier B.V.. All rights reserved."
376,An Interactive Dashboard Using a Virtual Assistant for Visualizing Smart Manufacturing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106366523&doi=10.1155%2f2021%2f5578239&partnerID=40&md5=45fdd739cc4f71300c63a6b20c89e28f,Article,Mobile Information Systems,"Jwo J.-S., Lin C.-S., Lee C.-H., ",10.1155/2021/5578239,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"In the era of Industry 4.0, manufacturing sites are becoming more sophisticated and connected with the aid of Information Technology (IT) and Industrial Internet of Things (IIoT) infrastructure. What makes a smart manufacturing enterprise as opposed to a traditional one is the ability to solve existing problems and predict issues to fix them before they occur while creating advantaged value. Dashboards, assisting decision-makers in business markets, can organize data from machines, sensors, and workers into a real-time visual representation. They provide a quick overview of how your entire business is operating and where you stand in relation to the key performance indicators for supporting the development toward more resource-efficient and sustainable processes. However, if users need more information related to the indicators shown on the dashboard, current approaches mainly rely on human effort to search and retrieve the information. The lack of interaction between the dashboard and users often results in inconvenient operations and limits the usage of the tool, especially in the manufacturing industry. In this study, an interaction design is developed to resolve the issue. The proposed dashboard is developed by a three-layer structure including data layer, processing layer, and presentation layer. A virtual assistant is introduced to play the role of a mediator between the dashboard and the user. It provides users with a natural language interface to communicate, directly interacts with the dashboard on users' behalf, and actively reminds relevant personnel to expedite data collection. Compared with the traditional human-machine interface, the adoption of this lightweight and easy-to-use design can not only create a frictionless and intuitive experience but also ensure that data is displayed in a timely manner. © 2021 Jung-Sing Jwo et al."
377,Requirements towards optimizing analytics in industrial processes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106735396&doi=10.1016%2fj.procs.2021.03.074&partnerID=40&md5=032bb1ad8f92ae16b47bfc2c5dcccdc2,Conference Paper,Procedia Computer Science,"Zeiser A., van Stein B., Bäck T., ",10.1016/j.procs.2021.03.074,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Modern production systems are composed of complex manufacturing processes with highly technology specific cause-effect relationships. Developments in sensor technology and computational science allow for data-driven decision making that facilitate efficient and objective production management. However, process data may only be beneficial if it is enriched with meta information and process expertise, reduced to relevant information and modelling results interpreted correctly. The importance of data integration in the heterogeneous industrial environment rises at the same momentum as new metrology techniques are deployed. In this paper, we focus on optimizing analytics, containing data-driven decision making for predictive quality and maintenance. We summarize key requirements for data analytics and machine learning application in industrial processes. With a use case from automotive component manufacturing we characterize industrial production, categorize process data and put requirements in context to a real-world example. © 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)"
378,Visual data analysis of production quality data for aluminum casting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108359929&partnerID=40&md5=a8a93c898cc9bf22fe7d9ba46a65083a,Conference Paper,Proceedings of the Annual Hawaii International Conference on System Sciences,"Jekic N., Schreyer M., Neubert S., Mutlu B., Schreck T., ",,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Today's manufacturing industry is shaped by the Industry 4.0 vision, which is to increase the number of individual goods produced while minimizing the production costs and time. To increase the production outcome and quality, users need to continuously monitor and adjust the entire process. While the recent advances in sensor technology can help users to collect, produce and exchange data, human beings are often overwhelmed by the amount of data being collected. Still, the human visual system is a powerful tool that can be used to decode and process large datasets. To make intelligent use of this ability, we have developed an interactive visual data analysis tool called ADAM that can support production data exploration in the aluminum industry. Furthermore, we demonstrate the effectiveness of our tool using real production data and present insights which could be gained from use of our tool by domain experts. © 2021 IEEE Computer Society. All rights reserved."
379,Empowering traditional carasau bread production using wireless sensor network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109014964&doi=10.1109%2fISCAS51556.2021.9401216&partnerID=40&md5=1f38456a984e953701dff192dc227837,Conference Paper,Proceedings - IEEE International Symposium on Circuits and Systems,"Baire M., Melis A., Lodi M.B., Lodi L., Fanti A., Mazzarella G., ",10.1109/ISCAS51556.2021.9401216,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"To be competitive in Industry 4.0, small scale and traditional industries, such as bread companies, must be equipped with engineering tools and technologies for empowering food processing and product quality. Wireless sensors networks stand out as promising, cost-effective solution. In this work we present the design and functioning of a network for monitoring and enhancing the bread manufacturing process. We designed a three-tier network with heterogenous nodes for continuously acquire data related to process and environmental variables. © 2021 IEEE"
380,Production intralogistics automation based on 3d simulation analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111633629&doi=10.36897%2fjme%2f137081&partnerID=40&md5=01238b02a6cb2d2999b8386cc6a6cc2f,Article,Journal of Machine Engineering,"Mahmood K., Karjust K., Raamets T., ",10.36897/jme/137081,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Recent trends in manufacturing such as Industry 4.0 and Smart Manufacturing have brought the researchers' attention to the smart intralogistics in production facilities. Automated guided vehicles (AGV), especially mobile robots play a vital role in this development. On the other hand, industrial internet technologies offered new possibilities for the information exchange between devices, data integration platforms and communication interfaces to advance and facilitate the intralogistics for effective material handling and transportation. In order to analyse the feasibility and effectiveness of the mobile robots in the production area, 3D visualization should be combined with simulation, which provides a comprehensive possibility to evaluate and review the potential solution performance and its consistency before implementing practically into the production floor area. This paper describes a conceptual model based on 3D visualization and simulation and experimental study which help to make the decision according to the input data from the factory environment of the movement of mobile robots in production logistics. Moreover, the Key Performance Indicators (KPIs) are defined to analyse the use-case's process improvement in terms of the time reduction, which leads to increase productivity and cut-down the workers' fatigue. © 2021, Editorial Institution of Wrocaw Board of Scientific. All rights reserved."
381,Self-optimizing machining systems,https://www.sciencedirect.com/science/article/pii/S0007850620301402,,CIRP Annals,"Möhring H.-C., (2), Wiederkehr P., (2), Erkorkmaz K., (1), Kakinuma Y., (2), ",10.1016/j.cirp.2020.05.007,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"In this paper the idea of Self-Optimizing Machining Systems (SOMS) is introduced and discussed. Against the background of Industry 4.0, here the focus is the technological level of discrete workpiece production by mechanical machining processes utilizing related machine tools and equipment. Enabling technologies, principles, and methods are described that allow for the implementation of machining systems which are capable of adapting their parameters and settings autonomously, in order to optimize for productivity, quality, and efficiency in manufacturing. Following a description of the meaning and a definition of SOMS as well as a historical retrospection, the required elements of SOMS are discussed and exemplary approaches are presented. Based on sophisticated process planning, monitoring, adaptive control, simulation, artificial intelligence, and machine learning, strategies, state-of-the-art solutions for self-optimization in machining applications are introduced. Several examples showcase how different types of enabling technologies can be integrated synergistically, to improve the manufacturing of parts by SOMS. Finally, the future potential of SOMS as well as challenges and needs are summarized. The paper especially considers the results of the CIRP Cross-STC Collaborative Working Group on SOMS. © 2020 CIRP"
382,Vulnerability and security risk assessment in a IIoT environment in compliance with standard IEC 62443,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115217915&doi=10.1016%2fj.procs.2021.07.008&partnerID=40&md5=bf84f4a4999fc971044cf2036fa886ea,Conference Paper,Procedia Computer Science,"Hassani H.L., Bahnasse A., Martin E., Roland C., Bouattane O., Mehdi Diouri M.E., ",10.1016/j.procs.2021.07.008,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Industrial networks based on the Internet of Things (IoT) have become the backbone of Industry 4.0. Indeed, these connected objects increase the efficiency, flexibility and autonomy of machines, thus improving the productivity and profitability of factories. However, the opening up of digitization technologies, especially in environments where failure is hardly tolerable, creates new challenges related to security. The number of vulnerabilities in industrial facilities is constantly increasing [1]. To implement a cyber defense framework for industrial systems, the cybersecurity standard IEC 62443 has been proposed. This standard mainly provides a set of instructions and measures to be put in place to ensure not only the security of the industrial system, but also operational safety. In this paper, we propose a new approach based on the standards IEC 62443-3-2 and IEC 62443-4-2 allowing us to verify, through an in-depth risk assessment, the conformity of the objects with the main security requirements. © 2021 Elsevier B.V.. All rights reserved."
383,Lightweight data compression for low energy consumption in industrial internet of things,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102979059&doi=10.1109%2fCCNC49032.2021.9369520&partnerID=40&md5=9ab3d342bd8d387a4d86843f516b82b2,Conference Paper,"2021 IEEE 18th Annual Consumer Communications and Networking Conference, CCNC 2021","Da Silva M.D.V.D., Rocha A., Gomes R.L., Nogueira M., ",10.1109/CCNC49032.2021.9369520,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Industrial Internet of Things (IIoT) plays a crucial role towards efficient industrial environments. IEEE 802.11/WiFi is key technology for IIoT, but it results in higher energy consumption, due to the size of transmitted packets and the Maximum Transmission Unit (MTU). Within this context, this paper presents a lightweight data compression approach to reduce the amount of data to be transmitted and the MTU, aiming to reduce energy consumption. Results from real experiments suggest that the proposed method reduces the energy consumption. © 2021 IEEE."
384,Comparing Industry Frameworks with Deeply Quantized Neural Networks on Microcontrollers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106004023&doi=10.1109%2fICCE50685.2021.9427638&partnerID=40&md5=20facc04535929c7f4d0617ae2754cbd,Conference Paper,Digest of Technical Papers - IEEE International Conference on Consumer Electronics,"Pau D., Lattuada M., Loro F., De Vita A., Domenico Licciardo G., ",10.1109/ICCE50685.2021.9427638,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Differently to the common belief, the industry quest for ultra-low-power neural networks is just at the beginning. Examples are the efforts carried by open communities such as TinyML and TinyMLPerf currently focusing on deep learning frameworks for Machine Learning (ML) and associated applications targeting micro-controllers (MCUs). However little attention has been put on deep learning frameworks and applications to enable ultra-low precision ML. These are enabling technologies to target uW hardware implementations. This work aims to compare two Deep Learning frameworks with support to deep quantization, QKeras and Larq, that abstract Tensorflow and Keras frameworks. Currently, Tensorflow is one of the most used deep learning tools by the research and industry communities aimed at deploying ML on the field. Two applications are presented with associated deeply quantized neural networks: Human Activity Recognition (HAR) exploiting a Hybrid Binary Neural Network (HBN) and Anomaly Detection for Industry 4.0 based on a Hybrid Binary AutoEncoder (HBAE). The pros and cons of the frameworks will be discussed during their usage on those applications. Results show an accuracy of up to 98.6% for the HBN and a PSNR up to 111.2 for the HBAE. The inference time has also been measured on different ARM-based architecture. © 2021 IEEE."
385,A Secure Corroboration Protocol for Internet of Things (IoT) Devices Using MQTT Version 5 and LDAP,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100766294&doi=10.1109%2fICOIN50884.2021.9333910&partnerID=40&md5=f69516c3b9d3ade006c65161a6fe4175,Conference Paper,International Conference on Information Networking,"Vithanage N.N.N., Thanthrige S.S.H., Kapuge M.C.K.P., Malwenna T.H., Liyanapathirana C., Wijekoon J.L., ",10.1109/ICOIN50884.2021.9333910,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"The world is now shifting from Industry 4.0 to Industry 5.0 enabling the automation of the human livelihood by using Internet of Things (IoT). IoT can be attributed as a network that connects many sensor devices to collect data to provide automated smart environments. However, with a huge number of connected devices already deployed worldwide and organizations resorting to IoT development services more frequently because IoT security issues remain a matter of concern. One of the main identified reasons is IoT devices possess limited memory capacity, energy, processing which cause difficulties to run complex security algorithms, hindering the security services such as privacy and authentication, although those are crucial factors of IoT services. Hence, the adoption of adequate security and authentication techniques are necessary for a broad IoT deployment. To this end, this study proposes an authentication platform to improve the security and efficiency of data transmission between the IoT devices using LDAP and MQTT technologies. The implementation complies with IEEE 1451 standardization to uplift the MQTT with the help of LDAP features and GZip compression. © 2021 IEEE."
